date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:02:14	2025/2025	---M--	200	added ('OK')	application/json	date:Wed,%2021%20May%202025%2013:02:11%20GMT	http://localhost/ecom_test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fecom_test%2F	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-json/oembed/1.0/embed1456.json	(from http://localhost/ecom_test/)
21:02:16	87640/87640	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20May%202025%2013:02:07%20GMT	http://localhost/ecom_test/wp-json/wp/v2/pages/10	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-json/wp/v2/pages/10.json	(from http://localhost/ecom_test/)
21:02:16	99/99	---M--	200	added ('OK')	text/css	etag:%2263-63521c35b5700%22	http://localhost/ecom_test/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	(from http://localhost/ecom_test/)
21:02:16	2183/2183	---M--	200	added ('OK')	text/xml	date:Wed,%2021%20May%202025%2013:02:14%20GMT	http://localhost/ecom_test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fecom_test%2F&format=xml	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-json/oembed/1.0/embed0518	(from http://localhost/ecom_test/)
21:02:16	12027/12027	---M-Z	200	added ('OK')	text/css	etag:%2279a-6359f9230ae40%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/37c80e94f51013b7e0681853a73f56b6.2efb.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/37c80e94f51013b7e0681853a73f56b6.2efb.css	(from http://localhost/ecom_test/)
21:02:16	28897/28897	---M-Z	200	added ('OK')	text/css	etag:%22129f-6353cade46400%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/74355a87ed510dee12c2d33a7aa3028e.70e1.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/74355a87ed510dee12c2d33a7aa3028e.70e1.css	(from http://localhost/ecom_test/)
21:02:16	13675/13675	---M-Z	200	added ('OK')	text/css	etag:%2266c-6359f63a39100%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/1391a6c832e0e4da87c30feb03a20eec.356b.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/1391a6c832e0e4da87c30feb03a20eec.356b.css	(from http://localhost/ecom_test/)
21:02:17	57/57	---M-Z	200	added ('OK')	text/css	etag:%2247-6353cade46400%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/5db95e3c7eb4b3a48f4823ff4485b59e.39.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/5db95e3c7eb4b3a48f4823ff4485b59e.39.css	(from http://localhost/ecom_test/)
21:02:17	2231/2231	---M-Z	200	added ('OK')	text/css	etag:%22298-6353cade46400%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/3e3c5d4673106fe55c22a3e1919ec18d.8b7.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/3e3c5d4673106fe55c22a3e1919ec18d.8b7.css	(from http://localhost/ecom_test/)
21:02:17	664/664	---M--	200	added ('OK')	application/font-woff2	etag:%22298-63521c35b5700%22	http://localhost/ecom_test/wp-content/themes/blocksy/static/fonts/stars.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/themes/blocksy/static/fonts/stars.woff2	(from http://localhost/ecom_test/)
21:02:17	41975/41975	---M-Z	200	added ('OK')	text/css	etag:%222172-6353cadf3a640%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/534b4cabe64595fbb1c3c0b37d2fcb70.a3f7.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/534b4cabe64595fbb1c3c0b37d2fcb70.a3f7.css	(from http://localhost/ecom_test/)
21:02:18	59778/59778	---M-Z	200	added ('OK')	text/css	etag:%222af6-6353cae02e880%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d602025644400bdcecaa05b40b34df0e.e982.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d602025644400bdcecaa05b40b34df0e.e982.css	(from http://localhost/ecom_test/)
21:02:18	1248/1248	---M-Z	200	added ('OK')	text/css	etag:%22202-6353cae02e880%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/f5c9138233f19b8c97c24fd5c4206e4d.4e0.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/f5c9138233f19b8c97c24fd5c4206e4d.4e0.css	(from http://localhost/ecom_test/)
21:02:18	2760/2760	---M--	200	added ('OK')	application/font-woff2	etag:%22ac8-63521c35b5700%22	http://localhost/ecom_test/wp-content/themes/blocksy/static/fonts/woo.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/themes/blocksy/static/fonts/woo.woff2	(from http://localhost/ecom_test/)
21:02:18	1220/1220	---M-Z	200	added ('OK')	text/css	etag:%22151-6353cae02e880%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/56055f766cd6438d27df85b3b0206d38.4c4.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/56055f766cd6438d27df85b3b0206d38.4c4.css	(from http://localhost/ecom_test/)
21:02:19	1041/1041	---M-Z	200	added ('OK')	text/css	etag:%22193-6353cae02e880%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d6b97f3352faa59f9a2f086b11bf1f05.411.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d6b97f3352faa59f9a2f086b11bf1f05.411.css	(from http://localhost/ecom_test/)
21:02:19	2137/2137	---M-Z	200	added ('OK')	text/css	etag:%2230e-6353cae02e880%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/698a55fcf8767d36e0b2d0b894d69018.859.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/698a55fcf8767d36e0b2d0b894d69018.859.css	(from http://localhost/ecom_test/)
21:02:19	1941/1941	---M-Z	200	added ('OK')	text/css	etag:%221fe-6353cae02e880%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/b6552a76b5205e2ea4e49ab0119fc961.795.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/b6552a76b5205e2ea4e49ab0119fc961.795.css	(from http://localhost/ecom_test/)
21:02:19	44647/44647	---M-Z	200	added ('OK')	text/css	etag:%2214eb-6353cae122ac0%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/01b5dffe53d6bb60dfef61eb62697fc3.ae67.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/01b5dffe53d6bb60dfef61eb62697fc3.ae67.css	(from http://localhost/ecom_test/)
21:02:19	344/344	---M-Z	200	added ('OK')	text/css	etag:%2294-6353cae122ac0%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d8c9aef582c008d256436e6b799f6dc8.158.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d8c9aef582c008d256436e6b799f6dc8.158.css	(from http://localhost/ecom_test/)
21:02:20	560/560	---M-Z	200	added ('OK')	text/css	etag:%22a0-6353cae122ac0%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/c3be9e612baf8fc4af612de8af4c0864.230.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/c3be9e612baf8fc4af612de8af4c0864.230.css	(from http://localhost/ecom_test/)
21:02:20	9153/9153	---M-Z	200	added ('OK')	text/css	etag:%22295-6353cae122ac0%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/c84024c503ea58edcdaff8e382601477.23c1.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/c84024c503ea58edcdaff8e382601477.23c1.css	(from http://localhost/ecom_test/)
21:02:20	3346/3346	---M-Z	200	added ('OK')	text/css	etag:%22246-6353cae122ac0%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d4d47557d7b14eb108b28ba66a31f43c.d12.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d4d47557d7b14eb108b28ba66a31f43c.d12.css	(from http://localhost/ecom_test/)
21:02:34	81612/81612	---M--	200	added ('OK')	application/font-woff2	etag:%2213ecc-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost/ecom_test/)
21:02:45	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://localhost/ecom_test/)
21:02:45	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://localhost/ecom_test/)
21:02:46	749223/749223	---M--	200	added ('OK')	image/svg+xml	etag:%22b6ea7-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://localhost/ecom_test/)
21:02:50	97804/97804	---M--	200	added ('OK')	font/woff	etag:%2217e0c-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://localhost/ecom_test/)
21:02:52	13276/13276	---M--	200	added ('OK')	application/font-woff2	etag:%2233dc-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from http://localhost/ecom_test/)
21:02:53	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://localhost/ecom_test/)
21:02:56	16276/16276	---M--	200	added ('OK')	font/woff	etag:%223f94-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://localhost/ecom_test/)
21:02:58	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://localhost/ecom_test/)
21:02:58	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%222354a-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from http://localhost/ecom_test/)
21:03:02	33736/33736	---M--	200	added ('OK')	font/ttf	etag:%2283c8-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from http://localhost/ecom_test/)
21:03:10	151368/151368	---M--	200	added ('OK')	font/ttf	etag:%2224f48-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://localhost/ecom_test/)
21:03:15	78196/78196	---M--	200	added ('OK')	application/font-woff2	etag:%2213174-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost/ecom_test/)
21:03:31	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2218d14-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost/ecom_test/)
21:03:32	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost/ecom_test/)
21:03:32	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost/ecom_test/)
21:03:34	54195/54195	---M-Z	200	added ('OK')	text/css	etag:%222e94-6353cae216d00%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/4f43ab85d1ef66ad68b2c4a3a7be558b.d3b3.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/4f43ab85d1ef66ad68b2c4a3a7be558b.d3b3.css	(from http://localhost/ecom_test/)
21:03:34	5319/5319	---M-Z	200	added ('OK')	text/css	etag:%224cb-6353cae216d00%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/8b8fcc0d56bd0d26f596d79ee16553e7.14c7.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/8b8fcc0d56bd0d26f596d79ee16553e7.14c7.css	(from http://localhost/ecom_test/)
21:03:45	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://localhost/ecom_test/)
21:04:07	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22317f8-63521ce9f4040%22	http://localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://localhost/ecom_test/)
21:04:11	158428/158428	---M--	200	added ('OK')	image/jpeg	etag:%2226adc-63522261f2740%22	http://localhost/ecom_test/wp-content/uploads/2025/05/handsome-young-man-cycling-on-the-road-2022-12-15-18-18-17-utc-3.jpg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/handsome-young-man-cycling-on-the-road-2022-12-15-18-18-17-utc-3.jpg	(from http://localhost/ecom_test/)
21:04:17	268115/268115	---M--	200	added ('OK')	image/jpeg	etag:%2241753-6352228076f40%22	http://localhost/ecom_test/wp-content/uploads/2025/05/cropped-image-of-basketball-player-playing-basketb-2022-12-16-20-45-01-utc-1.jpg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/cropped-image-of-basketball-player-playing-basketb-2022-12-16-20-45-01-utc-1.jpg	(from http://localhost/ecom_test/)
21:04:31	81562/81562	---M--	200	added ('OK')	image/png	etag:%2213e9a-6352226b7bdc0%22	http://localhost/ecom_test/wp-content/uploads/2025/05/oh__img133.min_-scaled.png	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/oh__img133.min_-scaled.png	(from http://localhost/ecom_test/)
21:04:44	232594/232594	---M--	200	added ('OK')	image/jpeg	etag:%2238c92-6352225f16080%22	http://localhost/ecom_test/wp-content/uploads/2025/05/fit-swimmer-training-in-the-swimming-pool-2022-02-02-05-05-55-utc-3.jpg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/fit-swimmer-training-in-the-swimming-pool-2022-02-02-05-05-55-utc-3.jpg	(from http://localhost/ecom_test/)
21:04:45	4277/4277	---M-Z	200	added ('OK')	text/css	etag:%221ff-6353cae8c3cc0%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/36250176e74955fbd2f2c9937e3d207e.10b5.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/36250176e74955fbd2f2c9937e3d207e.10b5.css	(from http://localhost/ecom_test/)
21:04:45	169/169	---M-Z	200	added ('OK')	text/css	etag:%227f-6353cae8c3cc0%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/9c0913b306e6dd4ee9f82ef7ad8eea5d.a9.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/9c0913b306e6dd4ee9f82ef7ad8eea5d.a9.css	(from http://localhost/ecom_test/)
21:04:48	229491/229491	---M--	200	added ('OK')	image/jpeg	etag:%2238073-6352225c399c0%22	http://localhost/ecom_test/wp-content/uploads/2025/05/athlete-s-sports-shoes-on-a-dirt-track-2021-08-26-19-58-08-utc-3.jpg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/athlete-s-sports-shoes-on-a-dirt-track-2021-08-26-19-58-08-utc-3.jpg	(from http://localhost/ecom_test/)
21:04:49	5720/5720	---M--	200	added ('OK')	application/font-woff2	etag:%221658-635220fe3a000%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tmmpkzsq.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tmmpkzsq.woff2	(from http://localhost/ecom_test/)
21:04:51	8404/8404	---M--	200	added ('OK')	application/font-woff2	etag:%2220d4-635220fe3a000%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tcmpi.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tcmpi.woff2	(from http://localhost/ecom_test/)
21:04:52	41984/41984	---M--	200	added ('OK')	application/font-woff2	etag:%22a400-635220fd45dc0%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tdmpkzsq.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tdmpkzsq.woff2	(from http://localhost/ecom_test/)
21:04:52	129839/129839	---M--	200	added ('OK')	image/jpeg	etag:%221fb2f-6352228be8a40%22	http://localhost/ecom_test/wp-content/uploads/2025/05/woman-dry-cleaning-operator-spraying-solvent-on-di-2023-07-04-00-07-45-utc-1.jpg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/woman-dry-cleaning-operator-spraying-solvent-on-di-2023-07-04-00-07-45-utc-1.jpg	(from http://localhost/ecom_test/)
21:04:53	5980/5980	---M--	200	added ('OK')	application/font-woff2	etag:%22175c-6352210022480%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxidyp8kv8jhgfvrjjlmv1pvgdeoceg.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxidyp8kv8jhgfvrjjlmv1pvgdeoceg.woff2	(from http://localhost/ecom_test/)
